,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
280,Hualmay,100,PE,1562992759,86,-11.1,-77.61,61.97,14.29
281,Hinton,98,CA,1562992760,89,53.4,-117.57,49.91,1.54
282,Yar-Sale,2,RU,1562992761,48,66.83,70.83,63.95,5.03
283,Mokrousovo,0,RU,1562992762,61,55.81,66.77,79.07,13.04
284,Alexandria,67,RO,1562992743,68,43.97,25.33,64.0,4.74
285,Hanko,51,FI,1562992765,67,59.83,22.95,57.0,1.01
286,Colchester,75,US,1562992766,73,41.58,-72.33,75.2,4.7
287,Phek,100,IN,1562992767,92,25.7,94.46,77.81,3.56
288,Pavlovka,82,RU,1562992768,64,52.69,47.13,67.37,4.34
289,Port Lincoln,44,AU,1562992770,65,-34.72,135.86,53.87,17.9
290,Qaqortoq,75,GL,1562992771,75,60.72,-46.03,46.4,4.7
291,Kardymovo,47,RU,1562992772,57,54.89,32.44,56.75,3.94
292,Fairbanks,90,US,1562992759,93,64.84,-147.72,64.4,3.36
293,Querfurt,75,DE,1562992775,93,51.38,11.6,61.0,8.05
294,Jackson,75,US,1562992550,37,43.48,-110.76,69.8,6.93
295,Srednekolymsk,59,RU,1562992777,39,67.46,153.71,82.31,4.79
296,Pangai,75,TO,1562992778,73,-19.8,-174.35,77.0,10.29
297,Matara,38,BI,1562992779,68,-3.48,29.48,56.57,4.88
298,Nchelenge,4,ZM,1562992781,43,-9.35,28.74,59.45,9.64
299,Narsaq,75,GL,1562992373,75,60.91,-46.05,46.4,4.7
300,Airai,56,TL,1562992783,49,-8.93,125.41,81.59,4.72
301,Itupiranga,10,BR,1562992619,94,-5.13,-49.33,75.2,4.16
302,Otavi,0,NA,1562992786,28,-19.64,17.34,52.25,6.02
303,Sao Joao da Barra,0,BR,1562992655,89,-21.64,-41.05,59.27,3.85
304,Pasighat,100,IN,1562992788,99,28.06,95.33,69.53,0.69
305,Goundam,12,ML,1562992790,45,16.42,-3.66,86.63,15.75
306,Talnakh,75,RU,1562992791,72,69.49,88.39,59.0,20.13
307,Husavik,49,CA,1562992792,74,50.56,-96.99,64.0,4.34
308,Orotukan,42,RU,1562992793,30,62.26,151.67,82.49,8.41
309,Longyearbyen,75,NO,1562992795,86,78.22,15.63,41.0,14.99
310,Vanimo,66,PG,1562992796,72,-2.67,141.3,82.13,8.46
311,Minsk,20,BY,1562992797,93,53.9,27.56,51.8,4.47
312,Terra Santa,58,BR,1562992798,95,-2.1,-56.49,72.23,2.68
313,Mao,20,DO,1562992800,88,19.55,-71.08,81.0,6.93
314,Haines Junction,98,CA,1562992801,77,60.75,-137.51,49.73,5.19
315,Yanam,75,IN,1562992802,63,16.73,82.22,91.4,5.82
316,Havre-Saint-Pierre,90,CA,1562992803,100,50.23,-63.6,55.4,11.41
317,Byron Bay,38,AU,1562992805,33,-28.65,153.62,75.2,12.75
318,Yarmouth,20,CA,1562992806,93,43.84,-66.12,64.0,4.7
319,Riyadh,0,SA,1562992807,11,24.63,46.72,87.8,6.93
320,Youghal,47,IE,1562992809,80,51.95,-7.85,59.0,7.0
321,Komsomolets,0,RU,1562992810,70,52.77,41.29,65.57,3.09
322,Walvis Bay,90,NA,1562992811,93,-22.95,14.51,59.0,8.05
323,Ambalavao,0,MG,1562992812,59,-21.83,46.94,60.89,3.44
324,Berlevag,86,NO,1562992814,83,70.86,29.09,44.51,5.37
325,Provideniya,100,RU,1562992285,44,64.42,-173.23,70.25,5.28
326,Bowen,99,AU,1562992816,27,-20.01,148.25,78.8,10.29
327,Port-Gentil,97,GA,1562992817,86,-0.72,8.78,75.47,9.98
328,Erzin,40,TR,1562992819,69,36.95,36.2,79.0,12.75
329,Chernushka,68,RU,1562992820,75,56.5,56.08,76.19,11.12
330,Taoudenni,0,ML,1562992821,6,22.68,-3.98,89.87,7.43
331,Lata,67,IN,1562992360,95,30.78,78.62,48.83,7.9
332,Hastings,34,NZ,1562992823,84,-39.64,176.84,48.47,2.53
333,Huangpi,40,CN,1562992825,78,30.88,114.37,78.8,4.47
334,Cap Malheureux,40,MU,1562992826,82,-19.98,57.61,71.01,3.36
335,Birjand,0,IR,1562992827,11,32.86,59.22,89.6,6.93
336,Seymchan,57,RU,1562992829,35,62.93,152.39,81.59,1.5
337,Hofn,98,IS,1562992371,96,64.25,-15.21,42.17,1.95
338,Huarmey,100,PE,1562992831,86,-10.07,-78.15,62.87,14.9
339,Hit,0,IQ,1562992768,20,33.64,42.83,90.59,20.4
340,Bambous Virieux,40,MU,1562992833,82,-20.34,57.76,71.01,3.36
341,Anaconda,1,US,1562992835,49,46.13,-112.94,69.8,5.82
342,Lazaro Cardenas,40,MX,1562992836,30,28.39,-105.62,82.0,6.93
343,Kaeo,90,NZ,1562992838,84,-35.1,173.78,61.0,5.01
344,Bom Jardim,75,BR,1562992840,94,-7.8,-35.59,68.0,3.36
345,Mindelo,75,PT,1562992841,100,41.31,-8.72,69.01,9.17
346,Tchibanga,3,GA,1562992843,94,-2.92,11.0,68.27,2.08
347,Sechura,2,PE,1562992844,90,-5.56,-80.82,63.77,7.31
348,Huancavelica,0,PE,1562992845,87,-12.79,-74.97,27.59,1.34
349,Portobelo,40,PA,1562992846,100,9.55,-79.65,81.0,2.24
350,Saint-Francois,0,FR,1562992847,93,46.42,3.91,59.0,2.62
351,Lorengau,100,PG,1562992849,73,-2.02,147.27,81.05,11.56
352,Invermere,88,CA,1562992850,71,50.51,-116.03,46.13,4.76
353,Oromocto,90,CA,1562992851,93,45.85,-66.47,64.4,1.57
354,Mayumba,0,GA,1562992852,90,-3.44,10.65,70.97,6.13
355,Grand-Santi,22,GF,1562992854,99,4.27,-54.38,69.35,1.61
356,Bukama,28,CD,1562992855,33,-9.2,25.85,68.99,2.06
357,Cachoeirinha,90,BR,1562992662,100,-29.95,-51.09,64.99,4.7
358,Pattaya,20,TH,1562992860,52,12.93,100.9,100.0,6.93
359,Olean,90,US,1562992862,100,42.08,-78.43,64.0,3.36
360,Pangnirtung,86,CA,1562992863,86,66.15,-65.72,41.45,2.57
361,Laguna,40,BZ,1562992731,94,16.17,-88.94,77.0,1.99
362,Lasa,40,CY,1562992865,73,34.92,32.53,75.2,5.82
363,Bilibino,86,RU,1562992867,37,68.06,166.44,75.83,14.94
364,Ambovombe,0,MG,1562992868,59,-25.18,46.09,70.07,10.42
365,Wanning,75,AT,1562992869,93,48.64,13.53,59.0,5.82
366,Craig,1,US,1562992870,45,40.52,-107.55,66.2,3.8
367,Gat,78,SN,1562992872,83,14.69,-16.54,75.2,4.7
368,Baykit,32,RU,1562992873,35,61.68,96.39,78.35,7.56
369,San Quintin,1,PH,1562992856,68,17.54,120.52,86.63,7.74
370,Salur,82,IN,1562992875,61,18.52,83.21,84.29,10.04
371,Arman,4,RU,1562992877,49,59.7,150.17,78.35,8.21
372,Umm Kaddadah,44,SD,1562992881,57,13.6,26.69,79.97,10.65
373,San Miguel,0,AR,1562992882,100,-34.54,-58.72,51.8,2.24
374,Namatanai,100,PG,1562992883,78,-3.66,152.44,78.89,4.23
375,Katobu,36,ID,1562992885,53,-4.94,122.53,84.47,6.82
376,Kommunar,0,RU,1562992886,76,59.62,30.39,60.01,4.47
377,San Rafael,5,AR,1562992156,71,-34.61,-68.33,44.18,5.01
378,Mayo,90,CA,1562992888,68,63.59,-135.9,64.4,6.93
379,Quelimane,20,MZ,1562992890,93,-17.88,36.89,59.0,2.24
380,Muyezerskiy,100,RU,1562992891,89,63.93,31.65,45.59,9.89
381,Vila Velha,75,BR,1562992892,74,-3.71,-38.6,80.6,12.75
382,Yumen,100,CN,1562992893,34,40.29,97.04,77.81,1.77
383,Fuyu,57,CN,1562992895,56,47.79,124.46,81.05,5.53
384,Ajaccio,0,FR,1562992896,73,41.93,8.74,80.6,8.05
385,Sinnamary,2,GF,1562992897,79,5.38,-52.96,79.79,10.25
386,Nioro,88,GM,1562992898,68,13.79,-15.05,77.45,5.19
387,Carballo,0,ES,1562992900,82,43.21,-8.69,66.99,2.24
388,Batagay,0,RU,1562992901,42,67.65,134.64,82.67,8.01
389,Sakaraha,0,MG,1562992902,38,-22.91,44.53,67.01,2.73
390,Vengerovo,0,RU,1562992903,59,55.68,76.74,76.73,5.97
391,Margate,75,AU,1562992905,57,-43.03,147.26,48.2,14.99
392,Mina,100,PH,1562992909,78,10.93,122.57,82.13,4.09
393,Darnah,0,LY,1562992910,74,32.77,22.64,76.73,12.35
394,Esmeraldas,0,BR,1562992912,76,-19.76,-44.31,57.2,1.12
395,Lompoc,90,US,1562992789,93,34.64,-120.46,64.99,6.93
396,Nishihara,75,JP,1562992914,74,35.74,139.53,84.0,6.93
397,Gorodovikovsk,99,RU,1562992915,83,46.08,41.93,63.41,16.17
398,Lanxi,100,CN,1562992916,97,29.21,119.46,71.51,3.2
399,Kahului,20,US,1562992823,54,20.89,-156.47,84.2,18.34
400,Urubicha,36,BO,1562992919,70,-15.63,-63.08,71.15,1.95
401,Gunjur,98,GM,1562992920,75,13.18,-16.76,76.91,8.25
402,Yakuplu,0,TR,1562992921,54,39.43,38.59,65.21,2.59
403,Myitkyina,100,MM,1562992923,99,25.38,97.4,72.23,1.43
404,Kapit,37,MY,1562992924,51,2.02,112.94,89.87,3.33
405,Mbini,99,GQ,1562992925,87,1.58,9.62,76.01,8.46
406,Sibu,75,MY,1562992926,66,2.29,111.83,87.8,8.05
407,Vanavara,45,RU,1562992928,35,60.35,102.28,79.97,6.58
408,Campoverde,75,EC,1562992929,93,-0.91,-78.62,48.2,6.93
409,Port Arthur,1,US,1562992706,83,29.9,-93.93,84.2,5.82
410,La Ronge,5,CA,1562992931,82,55.1,-105.3,62.6,4.7
411,Atbasar,0,KZ,1562992932,38,51.81,68.36,80.51,12.19
412,Parrita,20,CR,1562992934,100,9.52,-84.33,71.01,3.36
413,Uyskoye,63,RU,1562992935,61,54.37,60.01,77.81,10.96
414,Markova,90,RU,1562992936,100,52.21,104.21,62.01,8.95
415,Brae,73,GB,1562992937,93,60.4,-1.35,51.8,5.82
416,Yinchuan,1,CN,1562992939,20,38.48,106.21,86.99,5.46
417,Donsol,100,PH,1562992940,70,12.91,123.6,84.83,2.59
418,Belaya Gora,46,RU,1562992941,50,68.54,146.19,75.29,20.31
419,San Andres,84,PH,1562992942,60,13.32,122.68,88.79,3.29
420,Motala,100,IN,1562992943,60,20.68,76.21,85.37,13.98
421,Nakamura,75,JP,1562992945,69,35.17,136.87,84.0,3.36
422,Boyolangu,33,ID,1562992946,53,-8.09,111.9,79.61,10.78
423,Kiama,0,AU,1562992947,37,-34.67,150.86,57.99,28.86
424,Nueve de Julio,0,AR,1562992948,75,-31.67,-68.39,45.41,0.78
425,Naze,91,NG,1562992950,94,5.43,7.07,73.13,1.92
426,Lucapa,87,AO,1562992951,31,-8.42,20.74,65.57,2.91
427,Saint-Pierre,0,FR,1562992952,87,48.95,4.24,55.4,6.93
428,Los Llanos de Aridane,0,ES,1562992953,77,28.66,-17.92,69.8,8.05
429,Eureka,1,US,1562992955,93,40.8,-124.16,61.0,6.93
430,Gazanjyk,0,TM,1562992956,43,39.24,55.52,94.01,27.18
431,Toora-Khem,99,RU,1562992957,65,52.47,96.11,66.83,0.76
432,Roald,75,NO,1562992958,93,62.58,6.12,53.6,8.05
433,Codrington,88,AU,1562992960,28,-28.95,153.24,73.4,16.11
434,Novyy Svit,98,UA,1562992961,48,47.81,38.02,70.43,1.7
435,Verkhnevilyuysk,41,RU,1562992962,45,63.45,120.31,84.29,4.45
436,Plettenberg Bay,0,ZA,1562992794,84,-34.05,23.37,51.71,3.74
437,Puerto Baquerizo Moreno,99,EC,1562992965,86,-0.9,-89.6,71.15,8.72
438,Puerto Escondido,90,MX,1562992966,88,15.86,-97.07,78.8,1.88
439,La Palma,93,CO,1562992967,97,5.36,-74.39,66.29,1.74
440,Freeport,29,BS,1562992968,81,26.54,-78.7,82.85,11.05
441,San Francisco,24,CO,1562992970,96,1.17,-76.88,46.85,3.31
442,Bara,76,NG,1562992971,93,10.41,10.6,71.15,7.16
443,Caledonia,1,US,1562992972,60,42.81,-87.92,77.0,5.82
444,La Jagua del Pilar,20,CO,1562992973,65,10.51,-73.07,82.4,14.99
445,Porterville,1,US,1562992975,45,36.07,-119.02,88.0,8.1
446,Nizwa,0,OM,1562992976,14,22.93,57.53,97.07,7.27
447,Berezanka,0,UA,1562992977,82,46.86,31.39,60.8,8.95
448,Khuzdar,0,PK,1562992978,22,27.8,66.62,94.19,7.83
449,Aleppo,21,SY,1562992980,56,36.2,37.17,79.25,12.82
450,Tilichiki,13,RU,1562992981,71,60.47,166.1,58.01,7.31
451,Saint-Joseph,0,FR,1562992982,88,43.56,6.97,80.01,4.7
452,Khorixas,0,NA,1562992983,25,-20.37,14.96,58.55,5.77
453,Guiratinga,0,BR,1562992985,54,-16.35,-53.76,64.67,1.81
454,Luba,1,PH,1562992986,68,17.32,120.7,86.63,7.74
455,Udachnyy,75,RU,1562992987,45,66.42,112.4,66.2,2.24
456,Waingapu,65,ID,1562992988,52,-9.65,120.26,79.07,16.91
457,Kirakira,50,SB,1562992990,72,-10.46,161.92,83.39,4.5
458,Tsiroanomandidy,0,MG,1562992991,60,-18.77,46.05,65.57,3.29
459,Buin,2,CL,1562992861,86,-33.73,-70.74,41.0,4.7
460,Umm Lajj,0,SA,1562992993,70,25.02,37.27,85.01,6.96
461,Ilhabela,0,BR,1562992994,65,-23.78,-45.36,70.97,8.21
462,Glenwood Springs,1,US,1562992996,25,39.55,-107.33,71.6,4.7
463,Santa Rosa,0,AR,1562992997,54,-36.62,-64.29,43.07,4.76
464,Maceio,0,BR,1562992998,94,-9.67,-35.74,68.0,4.7
465,Dhidhdhoo,78,MV,1562993000,69,6.88,73.1,83.75,6.51
466,Egvekinot,89,RU,1562993001,45,66.32,-179.17,71.87,8.16
467,Iranshahr,0,IR,1562993002,41,27.21,60.69,96.8,4.7
468,Santa Maria del Oro,78,MX,1562993003,62,25.95,-105.37,67.55,4.38
469,Lardos,20,GR,1562993005,64,36.09,28.02,73.99,10.29
470,Namibe,1,AO,1562993006,85,-15.19,12.15,65.21,3.51
471,Shubarkuduk,100,KZ,1562993007,18,49.15,56.49,98.87,16.46
472,Cabildo,90,CL,1562993008,93,-32.43,-71.07,46.4,2.75
473,Mogadishu,40,SO,1562992865,74,2.04,45.34,80.6,17.22
474,Innisfail,64,AU,1562993011,53,-17.52,146.03,71.01,3.0
475,Cornwall,90,CA,1562993012,93,45.02,-74.73,66.2,5.82
476,Lakes Entrance,100,AU,1562993013,90,-37.88,147.99,46.99,19.26
477,Turtas,74,RU,1562993014,46,58.94,69.13,85.37,7.7
478,Caohai,100,CN,1562993016,89,26.87,104.28,58.19,4.12
479,Nanortalik,77,GL,1562993017,88,60.14,-45.24,40.73,3.47
480,Dukhovnitskoye,83,RU,1562993018,73,52.48,48.21,66.47,9.1
481,Ha Noi,0,VN,1562993019,53,21.02,105.84,95.0,4.7
482,Jumla,72,NP,1562993021,75,29.28,82.18,66.47,4.94
483,Richards Bay,15,ZA,1562993023,81,-28.77,32.06,64.49,6.58
484,Deputatskiy,71,RU,1562993024,66,69.3,139.9,60.53,7.76
485,Teahupoo,75,PF,1562993025,88,-17.83,-149.27,75.2,8.05
486,Komsomolskiy,22,RU,1562993026,40,67.55,63.78,63.59,6.22
487,Mamallapuram,75,IN,1562993028,74,12.63,80.17,86.0,9.17
488,New Waterford,1,US,1562993029,93,40.85,-80.61,66.99,1.05
489,Bubaque,100,GW,1562993030,82,11.28,-15.83,78.35,7.36
490,Lichtenburg,0,ZA,1562993031,24,-26.15,26.16,53.15,10.27
491,Takaungu,40,KE,1562993033,94,-3.68,39.86,73.4,6.93
492,Phuthaditjhaba,0,ZA,1562993034,42,-28.53,28.82,44.87,0.72
493,Luena,0,AO,1562993035,37,-11.78,19.91,51.53,2.95
494,Fare,0,PF,1562993036,68,-16.7,-151.02,77.81,3.06
495,Karaidel,53,RU,1562993038,67,55.83,56.91,79.07,11.12
496,Banjar,42,ID,1562993039,57,-7.37,108.54,81.59,8.28
497,Diplo,95,PK,1562993040,51,24.47,69.59,92.03,25.79
498,Sitges,0,ES,1562993041,78,41.24,1.82,77.0,6.93
499,Gweta,0,BW,1562993042,21,-20.21,25.26,52.61,9.33
500,Yankton,75,US,1562992895,78,42.87,-97.4,80.6,5.82
501,Flin Flon,12,CA,1562993045,82,54.77,-101.88,58.37,6.49
502,Lastoursville,41,GA,1562993046,86,-0.81,12.73,70.25,1.03
503,Skibbereen,75,IE,1562993047,87,51.55,-9.27,53.6,8.05
504,Oktyabrskiy,40,RU,1562992864,82,55.61,37.97,55.4,4.47
505,Altay,19,CN,1562993050,41,47.83,88.13,66.29,5.7
506,Quang Ngai,9,VN,1562992805,32,15.12,108.8,101.03,1.32
507,Inuvik,20,CA,1562993052,54,68.36,-133.71,55.4,5.82
508,Guerrero Negro,0,MX,1562993054,84,27.97,-114.04,67.01,12.08
509,Prabumulih,11,ID,1562993055,53,-3.5,104.19,89.33,4.32
510,Troitsko-Pechorsk,100,RU,1562993056,84,62.71,56.19,60.89,6.98
511,Pali,90,IN,1562993057,44,25.77,73.33,94.55,23.24
512,Ewa Beach,20,US,1562993059,51,21.32,-158.01,86.0,14.99
513,Nelson Bay,12,AU,1562993060,25,-32.72,152.14,62.6,26.4
514,Kjopsvik,90,NO,1562993061,87,68.1,16.37,59.0,8.05
515,Esna,5,RO,1562993063,76,45.2,27.57,57.2,3.36
516,Tecoanapa,90,MX,1562993064,74,16.99,-99.26,84.2,2.24
517,Churapcha,32,RU,1562992786,42,62.0,132.43,85.37,2.44
518,Adrar,0,DZ,1562993066,8,27.87,-0.29,89.6,11.41
519,Ust-Tsilma,17,RU,1562993067,55,65.44,52.15,64.85,3.76
520,Leh,43,IN,1562993069,27,34.16,77.58,51.35,3.4
521,Severnoye,100,RU,1562993070,90,54.09,52.54,68.45,7.67
522,Vallenar,8,CL,1562993071,69,-28.58,-70.76,43.79,0.63
523,Igarka,28,RU,1562993073,53,67.47,86.57,68.45,18.01
524,Sept-Iles,90,CA,1562992820,87,50.2,-66.38,57.2,12.75
525,Cabadiangan,75,PH,1562993075,74,10.45,123.98,80.6,9.17
526,Portland,90,US,1562993076,93,43.66,-70.25,69.01,2.73
527,Cuauhtemoc,0,MX,1562993078,51,28.72,-111.63,93.99,8.99
528,Haverfordwest,73,GB,1562993079,82,51.8,-4.97,61.0,11.41
529,Pucara,100,BO,1562993080,98,-21.7,-64.2,55.13,1.77
530,Morondava,0,MG,1562993081,57,-20.3,44.28,70.61,9.26
531,Lufilufi,90,WS,1562993083,100,-13.87,-171.6,75.2,4.7
532,Bograd,0,RU,1562993084,72,54.22,90.86,68.0,4.47
533,Luanda,75,AO,1562993085,83,-8.83,13.24,71.6,4.7
534,Garissa,81,KE,1562993086,58,-0.46,39.64,79.07,19.75
535,Ouro Sogui,36,SN,1562993087,52,15.61,-13.32,82.85,15.32
536,Moron,6,HT,1562993089,82,18.56,-74.26,79.07,6.51
537,Sanand,40,IN,1562993090,66,22.99,72.38,87.8,11.41
538,Almeirim,0,BR,1562992897,97,-1.53,-52.58,70.43,2.37
539,Balkanabat,6,TM,1562993092,28,39.51,54.36,97.43,4.27
540,Sitamau,89,IN,1562993094,56,24.01,75.35,86.99,21.03
541,Warmbad,75,DE,1562993095,100,50.67,13.08,61.0,9.17
542,La Asuncion,99,AR,1562993096,95,-26.05,-65.39,47.93,0.96
543,Lethem,41,GY,1562993097,86,3.38,-59.8,74.93,6.38
544,Marzuq,83,YE,1562993099,22,14.4,46.47,89.15,7.85
545,Ashqelon,20,IL,1562992826,83,31.67,34.57,79.0,5.82
546,College,90,US,1562993101,93,64.86,-147.8,66.0,3.36
547,Yeppoon,49,AU,1562992887,22,-23.13,150.74,78.8,8.05
548,Dzialdowo,0,PL,1562993104,100,53.24,20.17,50.0,4.12
549,Kuytun,96,RU,1562993105,41,54.34,101.51,75.29,4.94
550,Minna,98,NG,1562993106,96,9.62,6.55,71.69,4.97
551,Kirksville,1,US,1562992996,83,40.19,-92.58,71.6,3.36
552,Bluefields,70,NI,1562993108,98,12.01,-83.77,73.67,2.28
553,Sitka,0,US,1562993110,74,37.17,-99.65,73.0,9.86
554,Padang,0,ID,1562992847,72,-0.92,100.36,82.67,6.96
555,Seidu,100,NG,1562993112,95,8.32,4.47,68.63,4.54
556,Kamaishi,40,JP,1562993113,61,39.28,141.86,80.6,4.7
557,Bintulu,75,MY,1562992912,83,3.17,113.03,78.8,17.22
558,Lebedinyy,37,RU,1562993116,41,58.52,125.52,77.81,5.12
559,Cayenne,20,GF,1562992930,94,4.94,-52.33,73.4,2.86
